timestamp,status,latency,error,res_size
1776756731.7726197,200,1.2967697999993106,,27520
1776756731.7816093,200,0.2900208000010025,,27520
1776756731.7841837,200,2.340008900000612,,27520
1776756731.9558902,200,0.07861319999938132,,27520
1776756731.9558902,200,0.07920559999911347,,27520
1776756731.9568896,200,0.07984409999880882,,27520
1776756732.0698237,200,0.07726850000108243,,27520
1776756732.1268616,200,3.1835579999988113,,27520
1776756732.1447394,200,0.07718349999959173,,27520
1776756732.1496217,200,0.08237109999936365,,27520
1776756732.1576173,200,2.1988032999997813,,27520
1776756732.1586182,200,3.736364099999264,,27520
1776756732.1681104,200,1.1873200000009092,,27520
1776756732.2319806,200,0.07538819999899715,,27520
1776756732.2999814,200,0.2314671999993152,,27520
1776756732.306731,200,0.07661069999994652,,27520
1776756732.3120031,200,0.08071839999865915,,27520
1776756732.4118652,200,0.075878499999817,,27520
1776756732.4279788,200,0.20598810000046797,,27520
1776756732.4742763,200,0.2154183999991801,,27520
1776756732.4790037,200,0.2228386999995564,,27520
1776756732.4867556,200,0.07786699999996927,,27520
1776756732.4885843,200,0.07961950000026263,,27520
1776756732.491576,200,0.08207819999915955,,27520
1776756732.5095441,200,0.21913229999881878,,27520
1776756732.5430264,200,0.07597309999982826,,27520
1776756732.6487837,200,0.07803849999982049,,27520
1776756732.6818328,200,0.0787335000004532,,27520
1776756732.682834,200,0.08081470000070112,,27520
1776756732.6838334,200,0.08089920000020356,,27520
1776756732.706528,200,0.20550689999981842,,27520
1776756732.756227,200,0.2161591000003682,,27520
1776756732.7876363,200,0.21695720000025176,,27520
1776756732.8207498,200,0.21765810000033525,,27520
1776756732.8288796,200,0.07877349999944272,,27520
1776756732.8547597,200,0.07468739999967511,,27520
1776756732.8568275,200,0.0769428000003245,,27520
1776756732.8603723,200,0.08003190000090399,,27520
1776756733.0025074,200,0.07744269999966491,,27520
1776756733.0196466,200,0.20499659999950381,,27520
1776756733.0317342,200,0.07708719999936875,,27520
1776756733.0317342,200,0.07818070000030275,,27520
1776756733.0383098,200,0.08152709999922081,,27520
1776756733.0632505,200,0.2137459999994462,,27520
1776756733.1093626,200,0.21704640000098152,,27520
1776756733.1421213,200,0.21748850000039965,,27520
1776756733.1822982,200,0.08020960000067134,,27520
1776756733.2137716,200,0.07879449999927601,,27520
1776756733.214771,200,0.08081339999989723,,27520
1776756733.2157714,200,0.08091969999986759,,27520
1776756733.267261,200,0.6191803000001528,,27520
1776756733.3135371,200,0.20528449999983422,,27520
1776756733.342424,200,0.07793049999963841,,27520
1776756733.3837926,200,0.07619439999871247,,27520
1776756733.3847926,200,0.07801409999956377,,27520
1776756733.38911,200,0.08099249999941094,,27520
1776756733.3906848,200,0.21953020000000834,,27520
1776756733.4292316,200,0.21823219999896537,,27520
1776756733.46646,200,0.2164756000001944,,27520
1776756733.5286782,200,0.07753630000115663,,27520
1776756733.5423372,200,0.075584299998809,,27520
1776756733.5445511,200,0.07750110000051791,,27520
1776756733.580624,200,0.08088610000049812,,27520
1776756733.5883176,200,0.21488880000106292,,27520
1776756733.6239798,200,0.2027644000008877,,27520
1776756733.703996,200,0.08156030000100145,,27520
1776756733.7128687,200,0.21270179999919492,,27520
1776756733.7254853,200,0.07586860000083107,,27520
1776756733.729691,200,0.07947750000130327,,27520
1776756733.7424405,200,0.21399670000027982,,27520
1776756733.775358,200,0.08076059999984864,,27520
1776756733.7832465,200,0.21629140000004554,,27520
1776756733.8946815,200,0.07628569999906176,,27520
1776756733.8946815,200,0.07639029999882041,,27520
1776756733.8966916,200,0.07744999999886204,,27520
1776756733.9088755,200,0.21345039999869186,,27520
1776756733.9288292,200,0.20485399999961373,,27520
1776756733.9619634,200,0.0803278000003047,,27520
1776756734.031969,200,0.21323259999917354,,27520
1776756734.066498,200,0.21487019999949553,,27520
1776756734.0863373,200,0.0760640999997122,,27520
1776756734.0863373,200,0.07610849999946367,,27520
1776756734.0890608,200,0.07816180000008899,,27520
1776756734.0986528,200,0.21693969999978435,,27520
1776756734.140448,200,0.0802917000000889,,27520
1776756734.225205,200,0.21420539999962784,,27520
1776756734.229365,200,0.2033171000002767,,27520
1776756734.2726524,200,0.0752080999991449,,27520
1776756734.2726524,200,0.07630149999931746,,27520
1776756734.2752962,200,0.07761710000158928,,27520
1776756734.3409235,200,0.08213190000060422,,27520
1776756734.3517184,200,0.21266509999986738,,27520
1776756734.3819294,200,0.21660789999987173,,27520
1776756734.417889,200,0.2204636999995273,,27520
1776756734.4534743,200,0.07791999999972177,,27520
1776756734.4534743,200,0.07754399999976158,,27520
1776756734.4540317,200,0.07792169999993348,,27520
1776756734.5292985,200,0.08417190000000119,,27520
1776756734.542588,200,0.2054680000001099,,27520
1776756734.5498507,200,0.21306550000008428,,27520
1776756734.6185641,200,0.0758932000007917,,27520
1776756734.6195683,200,0.07601509999949485,,27520
1776756734.6207259,200,0.0772527999997692,,27520
1776756734.6589365,200,0.21271919999890088,,27520
1776756734.69314,200,0.21591409999928146,,27520
1776756734.7023842,200,0.08131649999995716,,27520
1776756734.7446976,200,0.21765850000156206,,27520
1776756734.7775993,200,0.07716230000005453,,27520
1776756734.7775993,200,0.0777868999994098,,27520
1776756734.8029912,200,0.0770487999998295,,27520
1776756734.853363,200,0.20526170000084676,,27520
1776756734.8589842,200,0.21084030000019993,,27520
1776756734.883309,200,0.0827512999985629,,27520
1776756734.9579916,200,0.07599850000042352,,27520
1776756734.9579916,200,0.07697340000049735,,27520
1776756734.9701307,200,0.21223749999990105,,27520
1776756734.9904425,200,0.07735390000016196,,27520
1776756734.9939904,200,0.2171256000001449,,27520
1776756735.047982,200,0.08168750000004366,,27520
1776756735.065982,200,0.21866600000066683,,27520
1776756735.1222522,200,0.07572760000039125,,27520
1776756735.124252,200,0.07777100000021164,,27520
1776756735.1587622,200,0.2032822999990458,,27520
1776756735.1677077,200,0.21176390000073297,,27520
1776756735.1757085,200,0.0774676000000909,,27520
1776756735.235597,200,0.08306119999906514,,27520
1776756735.2724676,200,0.21299900000121852,,27520
1776756735.311003,200,0.07657319999998435,,27520
1776756735.312004,200,0.07806440000058501,,27520
1776756735.317918,200,0.21826949999922363,,27520
1776756735.34653,200,0.07919379999839293,,27520
1776756735.3695948,200,0.21672039999975823,,27520
1776756735.425521,200,0.0819154000000708,,27520
1776756735.471776,200,0.20471110000107728,,27520
1776756735.4795954,200,0.21270129999902565,,27520
1776756735.4865973,200,0.07802280000032624,,27520
1776756735.4875968,200,0.07807539999885194,,27520
1776756735.534029,200,0.07853830000021844,,27520
1776756735.5790935,200,0.2145579000007274,,27520
1776756735.6114345,200,0.08010819999981322,,27520
1776756735.6257355,200,0.21556840000084776,,27520
1776756735.6517055,200,0.07713859999967099,,27520
1776756735.6517055,200,0.07685709999896062,,27520
1776756735.6722026,200,0.21614100000078906,,27520
1776756735.6986845,200,0.07801070000095933,,27520
1776756735.7759845,200,0.20290360000035434,,27520
1776756735.7790492,200,0.08085620000019844,,27520
1776756735.7859845,200,0.21293300000070303,,27520
1776756735.8417714,200,0.07523810000020603,,27520
1776756735.845591,200,0.07845789999919361,,27520
1776756735.8859823,200,0.21726200000011886,,27520
1776756735.8895419,200,0.07760000000052969,,27520
1776756735.9516907,200,0.2168504999990546,,27520
1776756735.9571164,200,0.08219520000056946,,27520
1776756735.9833689,200,0.21600170000056096,,27520
1776756736.0217547,200,0.07596310000008089,,27520
1776756736.023722,200,0.0771428999996715,,27520
1776756736.0620508,200,0.0789757999991707,,27520
1776756736.0852938,200,0.21082709999973304,,27520
1776756736.0881379,200,0.21281989999988582,,27520
1776756736.142151,200,0.08188379999955941,,27520
1776756736.1922247,200,0.21499539999967965,,27520
1776756736.2090583,200,0.07635339999978896,,27520
1776756736.2100573,200,0.07637720000093395,,27520
1776756736.2449596,200,0.08040190000065195,,27520
1776756736.2764156,200,0.21672430000035092,,27520
1776756736.295767,200,0.21600260000013805,,27520
1776756736.3255143,200,0.08254000000124506,,27520
1776756736.370045,200,0.07664509999995062,,27520
1776756736.3732636,200,0.08004989999972167,,27520
1776756736.3899446,200,0.2035809999997582,,27520
1776756736.4007077,200,0.213866500000222,,27520
1776756736.4027083,200,0.07802260000062233,,27520
1776756736.5032558,200,0.2127152000011847,,27520
1776756736.5179603,200,0.0789716999988741,,27520
1776756736.5465887,200,0.07641470000089612,,27520
1776756736.5489817,200,0.07909300000028452,,27520
1776756736.578093,200,0.07998109999971348,,27520
1776756736.580756,200,0.21738790000017616,,27520
1776756736.6051817,200,0.2184278999993694,,27520
1776756736.68489,200,0.0794726999993145,,27520
1776756736.7018523,200,0.20446549999905983,,27520
1776756736.708191,200,0.21037430000069435,,27520
1776756736.7739213,200,0.12501669999983278,,27520
1776756736.788921,200,0.10641910000049393,,27520
1776756736.788921,200,0.1401372000000265,,27520
1776756736.8312352,200,0.23192800000106217,,27520
1776756736.8695996,200,0.08009750000019267,,27520
1776756736.9001696,200,0.21688220000032743,,27520
1776756736.916418,200,0.21719239999947604,,27520
1776756736.9443936,200,0.07745750000140106,,27520
1776756736.9710875,200,0.07684289999997418,,27520
1776756736.9740877,200,0.080042699999467,,27520
1776756737.0387905,200,0.20726049999939278,,27520
1776756737.0445132,200,0.21249369999895862,,27520
1776756737.0489464,200,0.0794861000013043,,27520
1776756737.1082075,200,0.07534250000026077,,27520
1776756737.1507802,200,0.07604709999941406,,27520
1776756737.152117,200,0.0771084999996674,,27520
1776756737.1582785,200,0.2160837999999785,,27520
1776756737.2202919,200,0.08029929999975138,,27520
1776756737.2235303,200,0.21636219999891182,,27520
1776756737.2266319,200,0.21900760000062292,,27520
1776756737.2921875,200,0.07545779999963997,,27520
1776756737.3358142,200,0.07551349999994272,,27520
1776756737.3389475,200,0.07803210000020044,,27520
1776756737.3429053,200,0.20415680000041903,,27520
1776756737.3509402,200,0.21158879999893543,,27520
1776756737.4158175,200,0.08159440000054019,,27520
1776756737.4746842,200,0.2133814999997412,,27520
1776756737.4766872,200,0.07516630000100122,,27520
1776756737.5249448,200,0.0764593000003515,,27520
1776756737.5278366,200,0.07947579999927257,,27520
1776756737.5499582,200,0.21513650000088091,,27520
1776756737.5499582,200,0.21568909999950847,,27520
1776756737.606613,200,0.08302670000011858,,27520
1776756737.6509857,200,0.07606800000030489,,27520
1776756737.6541207,200,0.204737699999896,,27520
1776756737.66659,200,0.21724559999893245,,27520
1776756737.6812935,200,0.07622930000070482,,27520
1776756737.718192,200,0.0791880000015226,,27520
1776756737.787914,200,0.21300349999910395,,27520
1776756737.7995021,200,0.0838461000003008,,27520
1776756737.8217256,200,0.07579860000078043,,27520
1776756737.8553903,200,0.07853099999920232,,27520
1776756737.8559022,200,0.21630310000000463,,27520
1776756737.8559022,200,0.21679279999989376,,27520
1776756737.8983638,200,0.07878329999948619,,27520
1776756737.9508183,200,0.20540540000001783,,27520
1776756737.9603262,200,0.21431330000086746,,27520
1776756737.977813,200,0.08137750000059896,,27520
1776756738.007074,200,0.0759171999998216,,27520
1776756738.0276349,200,0.076171599999725,,27520
1776756738.0849848,200,0.07914399999935995,,27520
1776756738.0999844,200,0.21417689999907452,,27520
1776756738.1682851,200,0.0754400000005262,,27520
1776756738.1692822,200,0.21725639999931445,,27520
1776756738.1708934,200,0.21845850000136124,,27520
1776756738.176293,200,0.09329769999931159,,27520
1776756738.228655,200,0.0767706000006001,,27520
1776756738.2465081,200,0.0794488999999885,,27520
1776756738.2615044,200,0.2047828999984631,,27520
1776756738.2717254,200,0.2142556999988301,,27520
1776756738.338294,200,0.07622570000057749,,27520
1776756738.3434377,200,0.08107040000140842,,27520
1776756738.4123852,200,0.07603860000017448,,27520
1776756738.420737,200,0.07955829999991693,,27520
1776756738.4252787,200,0.2134009999990667,,27520
1776756738.4793894,200,0.21720660000028147,,27520
1776756738.4813912,200,0.21890800000073796,,27520
1776756738.4940321,200,0.07592300000032992,,27520
1776756738.539242,200,0.08020140000007814,,27520
1776756738.5691915,200,0.20322649999980058,,27520
1776756738.5817065,200,0.21554180000021006,,27520
1776756738.5988934,200,0.07727969999905326,,27520
1776756738.6004074,200,0.07822720000149275,,27520
1776756738.6517208,200,0.07522819999940111,,27520
1776756738.7252796,200,0.0802544999987731,,27520
1776756738.736278,200,0.21363709999968705,,27520
1776756738.778558,200,0.21624510000037844,,27520
1776756738.782063,200,0.07547410000006494,,27520
1776756738.7846737,200,0.07727849999901082,,27520
1776756738.7943704,200,0.2179777000001195,,27520
1776756738.8424075,200,0.07465579999916372,,27520
1776756738.857618,200,0.2061133000006521,,27520
1776756738.8895333,200,0.21348240000043006,,27520
1776756738.912062,200,0.08163409999906435,,27520
1776756738.9594095,200,0.07672860000093351,,27520
1776756738.96141,200,0.07801440000002913,,27520
1776756739.029025,200,0.07568159999937052,,27520
1776756739.045808,200,0.21514679999927466,,27520
1776756739.0979931,200,0.08149279999997816,,27520
1776756739.1026385,200,0.2203324000001885,,27520
1776756739.1033926,200,0.21703730000081123,,27520
1776756739.1230867,200,0.07695649999914167,,27520
1776756739.1254632,200,0.07900379999955476,,27520
1776756739.16031,200,0.2057492000003549,,27520
1776756739.1955757,200,0.07489749999876949,,27520
1776756739.2036772,200,0.2187180000000808,,27520
1776756739.2747598,200,0.0814198000007309,,27520
1776756739.312727,200,0.07669280000118306,,27520
1776756739.3173597,200,0.0811375000012049,,27520
1776756739.3669462,200,0.21342949999962002,,27520
1776756739.387382,200,0.07642719999967085,,27520
1776756739.4116738,200,0.2170244000008097,,27520
1776756739.4116738,200,0.21733619999940856,,27520
1776756739.4423227,200,0.08208530000047176,,27520
1776756739.471992,200,0.2051766000004136,,27520
1776756739.4820316,200,0.0775391999995918,,27520
1776756739.486727,200,0.08222009999917645,,27520
1776756739.5254629,200,0.21434299999964423,,27520
1776756739.554938,200,0.07503299999916635,,27520
1776756739.6337907,200,0.08128899999974237,,27520
1776756739.6675856,200,0.07706719999987399,,27520
1776756739.6696694,200,0.07896409999921161,,27520
1776756739.6847308,200,0.21958380000069155,,27520
1776756739.7301128,200,0.21643419999963953,,27520
1776756739.7321107,200,0.21820130000014615,,27520
1776756739.7408714,200,0.07539629999882891,,27520
1776756739.794398,200,0.20481239999935497,,27520
1776756739.804806,200,0.08160820000011881,,27520
1776756739.832004,200,0.2115289000012126,,27520
1776756739.8637152,200,0.07589349999943806,,27520
1776756739.8658042,200,0.07803939999939757,,27520
1776756739.8977256,200,0.07587580000108574,,27520
1776756739.9794443,200,0.0799750000005588,,27520
1776756740.0049014,200,0.2166914999997971,,27520
1776756740.038188,200,0.21602590000111377,,27520
1776756740.0448146,200,0.21936540000024252,,27520
1776756740.046827,200,0.07570359999954235,,27520
1776756740.051841,200,0.07728550000138057,,27520
1776756740.0719645,200,0.07623269999930926,,27520
1776756740.1039662,200,0.2044187999999849,,27520
1776756740.144746,200,0.21297840000079304,,27520
1776756740.151768,200,0.07976579999922251,,27520
1776756740.215894,200,0.07767760000024282,,27520
1776756740.2170968,200,0.07868760000019392,,27520
1776756740.2293835,200,0.07831889999943087,,27520
1776756740.3122864,200,0.21485700000084762,,27520
1776756740.3485749,200,0.08085399999981746,,27520
1776756740.3532207,200,0.21565929999997024,,27520
1776756740.3598373,200,0.2221654999993916,,27520
1776756740.385202,200,0.07610060000115482,,27520
1776756740.3862007,200,0.07689819999905012,,27520
1776756740.389396,200,0.07990569999856234,,27520
1776756740.398467,200,0.20557510000071488,,27520
1776756740.4483857,200,0.21190500000011525,,27520
1776756740.527728,200,0.08039029999963532,,27520
1776756740.5631263,200,0.07791460000044026,,27520
1776756740.563651,200,0.078666899999007,,27520
1776756740.5646408,200,0.07941419999951904,,27520
1776756740.638219,200,0.21545010000045295,,27520
1776756740.6628761,200,0.21567990000039572,,27520
1776756740.69236,200,0.20698219999940193,,27520
1776756740.7061863,200,0.22130579999975453,,27520
1776756740.7131855,200,0.08270859999902314,,27520
1776756740.7349806,200,0.07926260000022012,,27520
1776756740.7359807,200,0.0796807999995508,,27520
1776756740.7359807,200,0.07986830000118061,,27520
1776756740.7429786,200,0.2150906999995641,,27520
1776756740.887514,200,0.08050720000028377,,27520
1776756740.9252684,200,0.07675629999903322,,27520
1776756740.9262674,200,0.07670879999932367,,27520
1776756740.9282663,200,0.0796410000002652,,27520
1776756740.947386,200,0.21514830000160146,,27520
1776756740.9846706,200,0.20562229999995907,,27520
1776756740.9947476,200,0.2160396999988734,,27520
1776756741.024829,200,0.21792760000062117,,27520
1776756741.0617764,200,0.07958639999924344,,27520
1776756741.0643706,200,0.21511939999982133,,27520
1776756741.0929573,200,0.07626629999867873,,27520
1776756741.0939584,200,0.07672989999991842,,27520
1776756741.0974936,200,0.07931060000009893,,27520
1776756741.2477078,200,0.07963680000102613,,27520
1776756741.2720919,200,0.21444200000041747,,27520
1776756741.274234,200,0.07418049999978393,,27520
1776756741.2757757,200,0.07624469999973371,,27520
1776756741.2805526,200,0.08043670000006387,,27520
1776756741.2958114,200,0.20574979999946663,,27520
1776756741.3074949,200,0.21720209999875806,,27520
1776756741.3393795,200,0.2183669000005466,,27520
1776756741.3825026,200,0.21447819999957574,,27520
1776756741.4195154,200,0.0796288999990793,,27520
1776756741.442543,200,0.07631949999995413,,27520
1776756741.4434974,200,0.07748519999950076,,27520
1776756741.454237,200,0.0785582999997132,,27520
1776756741.580904,200,0.21549769999910495,,27520
1776756741.612881,200,0.07748519999950076,,27520
1776756741.613869,200,0.07766939999964961,,27520
1776756741.6174586,200,0.08224340000015218,,27520
1776756741.618459,200,0.2055516999989777,,27520
1776756741.630657,200,0.21783379999942554,,27520
1776756741.6454325,200,0.07919619999847782,,27520
1776756741.6599305,200,0.21977770000012242,,27520
1776756741.6891978,200,0.21459409999988566,,27520
1776756741.7998974,200,0.07703109999965818,,27520
1776756741.8015854,200,0.07843490000050224,,27520
1776756741.8052967,200,0.08186860000023444,,27520
1776756741.8354218,200,0.07979270000032557,,27520
1776756741.8977556,200,0.21502440000040224,,27520
1776756741.9309216,200,0.20748009999988426,,27520
1776756741.940469,200,0.21687759999986156,,27520
1776756741.9648192,200,0.07441309999921941,,27520
1776756741.967818,200,0.07748899999933201,,27520
1776756741.9708178,200,0.08019120000062685,,27520
1776756741.9754412,200,0.21912240000165184,,27520
1776756742.0015252,200,0.07770940000045812,,27520
1776756742.0129218,200,0.21523730000080832,,27520
1776756742.1589656,200,0.07613119999950868,,27520
1776756742.159963,200,0.07625580000058108,,27520
1776756742.1649182,200,0.08162840000113647,,27520
1776756742.1923764,200,0.07885189999979048,,27520
1776756742.2150705,200,0.21491040000000794,,27520
1776756742.2233322,200,0.21044799999981478,,27520
1776756742.2552314,200,0.21941240000160178,,27520
1776756742.3030918,200,0.21934110000074725,,27520
1776756742.325433,200,0.07772840000143333,,27520
1776756742.325433,200,0.07763370000066061,,27520
1776756742.3295765,200,0.2152176999989024,,27520
1776756742.3295765,200,0.08152330000120855,,27520
1776756742.3746147,200,0.07883969999966212,,27520
1776756742.5149837,200,0.07634709999911138,,27520
1776756742.517393,200,0.07800850000057835,,27520
1776756742.5197303,200,0.08009870000023511,,27520
1776756742.529433,200,0.20742280000013125,,27520
1776756742.5433517,200,0.22086359999957494,,27520
1776756742.5627072,200,0.07898700000077952,,27520
1776756742.5835445,200,0.22240700000111246,,27520
1776756742.625466,200,0.2184354999990319,,27520
1776756742.6523848,200,0.21331760000066424,,27520
1776756742.6982942,200,0.07951900000080059,,27520
1776756742.6992893,200,0.08067259999916132,,27520
1776756742.69947,200,0.08026240000071994,,27520
1776756742.7316096,200,0.07841050000024552,,27520
1776756742.826735,200,0.20393929999954707,,27520
1776756742.8592005,200,0.2132318000003579,,27520
1776756742.879373,200,0.07582319999892206,,27520
1776756742.879373,200,0.0764660000004369,,27520
1776756742.8836606,200,0.08007290000023204,,27520
1776756742.9032183,200,0.07905050000044866,,27520
1776756742.904799,200,0.2173865000004298,,27520
1776756742.9429762,200,0.22044819999973697,,27520
1776756742.9681833,200,0.21252929999900516,,27520
1776756743.0428865,200,0.07703370000126597,,27520
1776756743.0434031,200,0.07695590000002994,,27520
1776756743.0479941,200,0.08144480000009935,,27520
1776756743.08599,200,0.07895899999857647,,27520
1776756743.1359882,200,0.20714980000047944,,27520
